1,45,2.5,1.5
2,64,1.69,0.95
3,70,0.29,0.67
4,55,20.08,5.38
5,46,1.93,0.19
6,70,1.24,0.31
7,62,2.34,0.14
8,99,1.6,0.5
9,75,0.44,3.19
10,76,0.37,0.1
11,83,0.69,0.1
12,43,2.73,0.61
13,37,0.62,0.93
14,54,13.33,0.22
15,65,4.84,0.25
16,59,3.88,0.45
17,49,0.85,1.18
18,82,1.09,0.76
19,60,2.11,0.52
20,63,7.1,0.84
21,81,0.22,0.36
22,93,14.02,0.74
23,64,4.55,0.36
24,77,1.45,0.86
25,48,0.42,0.78
26,66,3.17,0.59
27,61,3.12,8.38
28,48,7.04,1.19
29,78,4.96,0.57
30,46,4.34,1.72
31,75,5.09,4.71
